name,model,best_val_cer,best_val_cer_epoch,test_cer,test_loss,test_ier,test_der,test_ser,run_id,timestamp,batch_size,lr_scheduler,rnn_bidirectional,rnn_hidden_size,rnn_num_layers,transforms
CNN/RNN-GRU | log_spectrogram,cnn_rnn_ctc,12.782454490661621,126.99166666666666,15.776961326599121,0.6457574367523193,6.743030071258545,0.5186946392059326,8.515236854553223,2026-03-08/03-15-16,2026-03-08T05:08:44.146550,32,linear_warmup_cosine_annealing,True,384,2,log_spectrogram
CNN/RNN-GRU | log_spectrogram_plus,cnn_rnn_ctc,15.374390602111816,127.99166666666666,17.333045959472656,0.6717150807380676,6.159498691558838,0.5835314393043518,10.590015411376953,2026-03-08/05-08-47,2026-03-08T07:01:19.580511,32,linear_warmup_cosine_annealing,True,384,2,log_spectrogram_plus
CNN/RNN-GRU | log_spectrogram_calibrated,cnn_rnn_ctc,13.668586730957031,148.99166666666667,14.56667423248291,0.6188032031059265,5.403069019317627,0.47547006607055664,8.688135147094727,2026-03-08/07-01-22,2026-03-08T08:54:00.880278,32,linear_warmup_cosine_annealing,True,384,2,log_spectrogram_calibrated
CNN/RNN-LSTM | log_spectrogram,cnn_lstm_ctc,12.339388847351074,140.99166666666667,13.334774017333984,0.5867335796356201,2.053166151046753,1.339961051940918,9.941646575927734,2026-03-08/08-54-04,2026-03-08T10:49:46.609302,32,linear_warmup_cosine_annealing,True,384,2,log_spectrogram
CNN/RNN-LSTM | log_spectrogram_plus,cnn_lstm_ctc,14.155959129333496,137.99166666666667,14.372163772583008,0.6285672187805176,2.053166151046753,1.448022484779358,10.87097454071045,2026-03-08/10-49-49,2026-03-08T12:45:53.035058,32,linear_warmup_cosine_annealing,True,384,2,log_spectrogram_plus
CNN/RNN-LSTM | log_spectrogram_calibrated,cnn_lstm_ctc,12.649535179138184,136.99166666666667,13.529284477233887,0.5946999788284302,2.053166151046753,1.5993083715438843,9.876810073852539,2026-03-08/12-45-56,2026-03-08T14:43:34.860574,32,linear_warmup_cosine_annealing,True,384,2,log_spectrogram_calibrated
Pure-RNN (deep BiGRU) | log_spectrogram,pure_rnn_ctc,14.37749195098877,140.99166666666667,14.199265480041504,0.5622453093528748,5.057272434234619,0.6483682990074158,8.493624687194824,2026-03-08/14-43-38,2026-03-08T16:43:31.101827,32,linear_warmup_cosine_annealing,,384,4,log_spectrogram
Pure-RNN (deep BiGRU) | log_spectrogram_plus,pure_rnn_ctc,17.035888671875,128.99166666666667,18.997190475463867,0.6686392426490784,8.709747314453125,0.23773503303527832,10.049708366394043,2026-03-08/16-43-34,2026-03-08T18:49:13.276852,32,linear_warmup_cosine_annealing,,384,4,log_spectrogram_plus
Pure-RNN (deep BiGRU) | log_spectrogram_calibrated,pure_rnn_ctc,15.994683265686035,129.99166666666667,13.140263557434082,0.4761846959590912,3.890209674835205,0.9293278455734253,8.32072639465332,2026-03-08/18-49-16,2026-03-08T20:59:04.684216,32,linear_warmup_cosine_annealing,,384,4,log_spectrogram_calibrated
