step,epoch,lr-Adam,train/CER,train/DER,train/IER,train/SER,train/loss,val/CER,val/DER,val/IER,val/SER,val/loss
6799,57,,,,,,0.6668199300765991,,,,,
6839,57,,22.887619018554688,6.014727115631104,5.377469062805176,11.495423316955566,,27.62516593933105,4.718653202056885,8.927780151367188,13.97873306274414,0.9024953246116638
6840,58,0.0003736302896868,,,,,,,,,,
6849,58,,,,,,0.7088298797607422,,,,,
6899,58,,,,,,0.7392417192459106,,,,,
6949,58,,,,,,0.7075924873352051,,,,,
6959,58,,22.28330421447754,5.908222675323486,5.134477615356445,11.24060344696045,,25.34337615966797,5.338945388793945,6.158617496490479,13.845812797546388,0.8609233498573303
6960,59,0.0003687302232719,,,,,,,,,,
6999,59,,,,,,0.7568542957305908,,,,,
7049,59,,,,,,0.7956029176712036,,,,,
7079,59,,22.600645065307617,6.105205535888672,5.105274200439453,11.390165328979492,,26.916259765625,5.78201150894165,5.560478687286377,15.573770523071287,0.9018869996070862
7080,60,0.0003637706395238,,,,,,,,,,
7099,60,,,,,,0.6579949855804443,,,,,
7149,60,,,,,,0.7616825103759766,,,,,
7199,60,,21.83939743041992,5.864524841308594,4.707324981689453,11.267547607421877,0.6517602205276489,23.74833869934082,5.228178977966309,5.870624542236328,12.649535179138184,0.8286706209182739
7200,61,0.0003587539831642,,,,,,,,,,
7249,61,,,,,,0.6950517296791077,,,,,
7299,61,,,,,,0.7326560020446777,,,,,
7319,61,,21.86790657043457,5.98010778427124,4.780509471893311,11.10728931427002,,21.66592788696289,6.1807708740234375,3.300841808319092,12.18431568145752,0.7727159261703491
7320,62,0.0003536828444339,,,,,,,,,,
7349,62,,,,,,0.7410401105880737,,,,,
7399,62,,,,,,0.6902740001678467,,,,,
7439,62,,21.75389289855957,5.868389129638672,4.940929889678955,10.944573402404783,,22.352680206298828,5.981391429901123,3.8325209617614746,12.53876781463623,0.7857280969619751
7440,63,0.0003485597553662,,,,,,,,,,
7449,63,,,,,,0.6498978734016418,,,,,
7499,63,,,,,,0.6075841188430786,,,,,
7549,63,,,,,,0.7601695656776428,,,,,
