step,epoch,hp_metric,lr-Adam,train/CER,train/DER,train/IER,train/SER,train/loss,train/lr,val/CER,val/DER,val/IER,val/SER,val/loss
0,,-1.0,4.999999873689376e-06,,,,,,,,,,,
49,0.0,,,,,,,0.5011446475982666,,,,,,
99,0.0,,,,,,,0.29516854882240295,,,,,,
149,0.0,,,,,,,0.3414916694164276,,,,,,
199,0.0,,,,,,,0.5311602354049683,,,,,,
249,0.0,,,,,,,0.4677380323410034,,,,,,
299,0.0,,,,,,,0.4180474877357483,,,,,,
349,0.0,,,,,,,0.48988500237464905,,,,,,
399,0.0,,,,,,,0.397419810295105,,,,,,
449,0.0,,,,,,,0.3398946225643158,,,,,,
479,0.0,,,0.0,0.0,0.0,0.0,,4.999999873689376e-06,17.833406448364258,1.9494904279708862,6.2250776290893555,9.658839225769043,0.7083751559257507
480,,,4.999753400625195e-06,,,,,,,,,,,
499,1.0,,,,,,,0.362048864364624,,,,,,
549,1.0,,,,,,,0.6330134272575378,,,,,,
599,1.0,,,,,,,0.32650694251060486,,,,,,
649,1.0,,,,,,,0.4592875838279724,,,,,,
699,1.0,,,,,,,0.3971594572067261,,,,,,
749,1.0,,,,,,,0.36962753534317017,,,,,,
799,1.0,,,,,,,0.3279877305030823,,,,,,
849,1.0,,,,,,,0.34694385528564453,,,,,,
899,1.0,,,,,,,0.5503589510917664,,,,,,
949,1.0,,,,,,,0.4429068863391876,,,,,,
959,1.0,,,0.0,0.0,0.0,0.0,,4.999753400625195e-06,17.922019958496094,2.1267168521881104,5.937084674835205,9.858219146728516,0.7159596681594849
960,,,4.999013071937952e-06,,,,,,,,,,,
999,2.0,,,,,,,0.6836338639259338,,,,,,
1049,2.0,,,,,,,0.5042138695716858,,,,,,
1099,2.0,,,,,,,0.35798412561416626,,,,,,
1149,2.0,,,,,,,0.43480247259140015,,,,,,
1199,2.0,,,,,,,0.40417417883872986,,,,,,
1249,2.0,,,,,,,0.6952685117721558,,,,,,
1299,2.0,,,,,,,0.5613492727279663,,,,,,
1349,2.0,,,,,,,0.40092432498931885,,,,,,
1399,2.0,,,,,,,0.4526791572570801,,,,,,
1439,2.0,,,0.0,0.0,0.0,0.0,,4.999013071937952e-06,17.94417381286621,2.193176746368408,6.003544330596924,9.747452735900879,0.7053849101066589
1440,,,4.997779797122348e-06,,,,,,,,,,,
1449,3.0,,,,,,,0.49235251545906067,,,,,,
1499,3.0,,,,,,,0.44321319460868835,,,,,,
1549,3.0,,,,,,,0.36150553822517395,,,,,,
1599,3.0,,,,,,,0.3660292625427246,,,,,,
1649,3.0,,,,,,,0.4024544060230255,,,,,,
1699,3.0,,,,,,,0.3397800028324127,,,,,,
1749,3.0,,,,,,,0.46188992261886597,,,,,,
1799,3.0,,,,,,,0.42232751846313477,,,,,,
1849,3.0,,,,,,,0.38902154564857483,,,,,,
1899,3.0,,,,,,,0.3583071231842041,,,,,,
1919,3.0,,,0.0,0.0,0.0,0.0,,4.997779797122348e-06,18.453699111938477,1.9494904279708862,6.490917205810547,10.01329231262207,0.7229278683662415
1920,,,4.996053576178383e-06,,,,,,,,,,,
1949,4.0,,,,,,,0.4000778794288635,,,,,,
1999,4.0,,,,,,,0.599849283695221,,,,,,
2049,4.0,,,,,,,0.3477013111114502,,,,,,
