step,epoch,hp_metric,lr-Adam,train/CER,train/DER,train/IER,train/SER,train/loss,train/lr,val/CER,val/DER,val/IER,val/SER,val/loss
0,,-1.0,9.99999993922529e-09,,,,,,,,,,,
49,0.0,,,,,,,133.73287963867188,,,,,,
99,0.0,,,,,,,135.39749145507812,,,,,,
149,0.0,,,,,,,166.63668823242188,,,,,,
199,0.0,,,,,,,146.92807006835938,,,,,,
249,0.0,,,,,,,151.0509033203125,,,,,,
299,0.0,,,,,,,176.38755798339844,,,,,,
349,0.0,,,,,,,135.95013427734375,,,,,,
399,0.0,,,,,,,171.5855712890625,,,,,,
449,0.0,,,,,,,159.9310302734375,,,,,,
479,0.0,,,0.0,0.0,0.0,0.0,,9.99999993922529e-09,1116.10546875,1050.9083251953125,0.022153301164507866,65.17501068115234,133.21841430664062
480,,,5.564444563788129e-06,,,,,,,,,,,
499,1.0,,,,,,,165.44700622558594,,,,,,
549,1.0,,,,,,,109.09640502929688,,,,,,
599,1.0,,,,,,,97.55351257324219,,,,,,
649,1.0,,,,,,,96.33277130126953,,,,,,
699,1.0,,,,,,,63.530914306640625,,,,,,
749,1.0,,,,,,,58.67853546142578,,,,,,
799,1.0,,,,,,,50.657981872558594,,,,,,
849,1.0,,,,,,,32.51653289794922,,,,,,
899,1.0,,,,,,,28.4803409576416,,,,,,
949,1.0,,,,,,,21.05846405029297,,,,,,
959,1.0,,,0.0,0.0,0.0,0.0,,5.564444563788129e-06,100.0,0.0,100.0,0.0,17.145456314086914
960,,,1.1118889233330265e-05,,,,,,,,,,,
999,2.0,,,,,,,12.322174072265625,,,,,,
1049,2.0,,,,,,,6.938657760620117,,,,,,
1099,2.0,,,,,,,4.583463668823242,,,,,,
1149,2.0,,,,,,,3.862553596496582,,,,,,
1199,2.0,,,,,,,3.3251774311065674,,,,,,
1249,2.0,,,,,,,3.25161075592041,,,,,,
1299,2.0,,,,,,,3.2828116416931152,,,,,,
1349,2.0,,,,,,,3.477297306060791,,,,,,
1399,2.0,,,,,,,3.948575973510742,,,,,,
1439,2.0,,,0.0,0.0,0.0,0.0,,1.1118889233330265e-05,100.0,0.0,100.0,0.0,3.267350435256958
1440,,,1.667333344812505e-05,,,,,,,,,,,
1449,3.0,,,,,,,3.218817710876465,,,,,,
1499,3.0,,,,,,,3.282451629638672,,,,,,
1549,3.0,,,,,,,3.362210273742676,,,,,,
1599,3.0,,,,,,,3.214463710784912,,,,,,
1649,3.0,,,,,,,3.268104076385498,,,,,,
1699,3.0,,,,,,,3.2057013511657715,,,,,,
1749,3.0,,,,,,,3.226161003112793,,,,,,
1799,3.0,,,,,,,3.213798999786377,,,,,,
1849,3.0,,,,,,,3.3777928352355957,,,,,,
1899,3.0,,,,,,,3.1472458839416504,,,,,,
1919,3.0,,,0.0,0.0,0.0,0.0,,1.667333344812505e-05,100.0,0.0,100.0,0.0,3.186675786972046
1920,,,2.2227777662919834e-05,,,,,,,,,,,
1949,4.0,,,,,,,3.647484064102173,,,,,,
1999,4.0,,,,,,,3.2693798542022705,,,,,,
2049,4.0,,,,,,,3.120936393737793,,,,,,
2099,4.0,,,,,,,3.1710805892944336,,,,,,
2149,4.0,,,,,,,3.163696050643921,,,,,,
2199,4.0,,,,,,,3.211338520050049,,,,,,
2249,4.0,,,,,,,3.128478527069092,,,,,,
2299,4.0,,,,,,,3.0236873626708984,,,,,,
2349,4.0,,,,,,,3.0614843368530273,,,,,,
2399,4.0,,,0.0,0.0,0.0,0.0,2.928783893585205,2.2227777662919834e-05,100.0,0.0,100.0,0.0,3.019873857498169
2400,,,2.778222187771462e-05,,,,,,,,,,,
2449,5.0,,,,,,,3.1079041957855225,,,,,,
2499,5.0,,,,,,,3.1344716548919678,,,,,,
2549,5.0,,,,,,,3.0471749305725098,,,,,,
2599,5.0,,,,,,,3.0182127952575684,,,,,,
2649,5.0,,,,,,,3.0292887687683105,,,,,,
2699,5.0,,,,,,,2.975020408630371,,,,,,
2749,5.0,,,,,,,2.956087350845337,,,,,,
2799,5.0,,,,,,,2.9887609481811523,,,,,,
2849,5.0,,,,,,,3.008714437484741,,,,,,
2879,5.0,,,0.0,0.0,0.0,0.0,,2.778222187771462e-05,97.54098510742188,0.0,97.49667358398438,0.04430660232901573,2.869480848312378
2880,,,3.3336666092509404e-05,,,,,,,,,,,
2899,6.0,,,,,,,3.0690107345581055,,,,,,
2949,6.0,,,,,,,3.106248140335083,,,,,,
2999,6.0,,,,,,,2.690875291824341,,,,,,
3049,6.0,,,,,,,3.052828788757324,,,,,,
3099,6.0,,,,,,,2.881453037261963,,,,,,
3149,6.0,,,,,,,2.886324405670166,,,,,,
3199,6.0,,,,,,,2.726022481918335,,,,,,
3249,6.0,,,,,,,2.7815818786621094,,,,,,
3299,6.0,,,,,,,2.778097629547119,,,,,,
3349,6.0,,,,,,,2.7722809314727783,,,,,,
3359,6.0,,,0.0,0.0,0.0,0.0,,3.3336666092509404e-05,94.59459686279297,0.0,94.41736602783203,0.17722640931606293,2.6639742851257324
3360,,,3.889111030730419e-05,,,,,,,,,,,
3399,7.0,,,,,,,2.4989356994628906,,,,,,
3449,7.0,,,,,,,2.6837856769561768,,,,,,
3499,7.0,,,,,,,2.5099403858184814,,,,,,
3549,7.0,,,,,,,2.4452366828918457,,,,,,
3599,7.0,,,,,,,2.4539105892181396,,,,,,
3649,7.0,,,,,,,2.3450143337249756,,,,,,
3699,7.0,,,,,,,2.4396491050720215,,,,,,
3749,7.0,,,,,,,2.406528949737549,,,,,,
3799,7.0,,,,,,,2.4016642570495605,,,,,,
3839,7.0,,,0.0,0.0,0.0,0.0,,3.889111030730419e-05,69.29552459716797,0.24368630349636078,52.791316986083984,16.260522842407227,2.1755735874176025
3840,,,4.4445554522098973e-05,,,,,,,,,,,
3849,8.0,,,,,,,2.2713003158569336,,,,,,
3899,8.0,,,,,,,2.312289237976074,,,,,,
3949,8.0,,,,,,,2.155167579650879,,,,,,
3999,8.0,,,,,,,2.291085958480835,,,,,,
4049,8.0,,,,,,,2.185990571975708,,,,,,
4099,8.0,,,,,,,2.3080668449401855,,,,,,
4149,8.0,,,,,,,2.0929083824157715,,,,,,
4199,8.0,,,,,,,2.0608372688293457,,,,,,
4249,8.0,,,,,,,2.3117477893829346,,,,,,
4299,8.0,,,,,,,1.8748672008514404,,,,,,
4319,8.0,,,0.0,0.0,0.0,0.0,,4.4445554522098973e-05,52.19317626953125,1.794417381286621,17.877714157104492,32.52104568481445,1.764954924583435
4320,,,4.999999873689376e-05,,,,,,,,,,,
4349,9.0,,,,,,,1.8224730491638184,,,,,,
4399,9.0,,,,,,,1.8079012632369995,,,,,,
4449,9.0,,,,,,,1.8256016969680786,,,,,,
4499,9.0,,,,,,,1.6044197082519531,,,,,,
4549,9.0,,,,,,,1.6993093490600586,,,,,,
4599,9.0,,,,,,,1.6525256633758545,,,,,,
4649,9.0,,,,,,,1.6553528308868408,,,,,,
4699,9.0,,,,,,,1.8323523998260498,,,,,,
