step,epoch,hp_metric,lr-Adam,train/CER,train/DER,train/IER,train/SER,train/loss,train/lr,val/CER,val/DER,val/IER,val/SER,val/loss
0,,-1.0,9.99999993922529e-09,,,,,,,,,,,
49,0.0,,,,,,,128.24725341796875,,,,,,
99,0.0,,,,,,,141.97613525390625,,,,,,
149,0.0,,,,,,,187.66622924804688,,,,,,
199,0.0,,,,,,,147.41241455078125,,,,,,
249,0.0,,,,,,,158.13299560546875,,,,,,
299,0.0,,,,,,,174.93344116210938,,,,,,
349,0.0,,,,,,,144.76683044433594,,,,,,
399,0.0,,,,,,,169.8472442626953,,,,,,
449,0.0,,,,,,,156.79942321777344,,,,,,
479,0.0,,,0.0,0.0,0.0,0.0,,9.99999993922529e-09,1281.19189453125,1216.9029541015625,0.0,64.28887939453125,133.12672424316406
480,,,5.564444563788129e-06,,,,,,,,,,,
499,1.0,,,,,,,145.7131805419922,,,,,,
549,1.0,,,,,,,103.62612915039062,,,,,,
599,1.0,,,,,,,112.0162353515625,,,,,,
649,1.0,,,,,,,88.31059265136719,,,,,,
699,1.0,,,,,,,67.16404724121094,,,,,,
749,1.0,,,,,,,55.283111572265625,,,,,,
799,1.0,,,,,,,49.969886779785156,,,,,,
849,1.0,,,,,,,30.22110939025879,,,,,,
899,1.0,,,,,,,23.61865997314453,,,,,,
949,1.0,,,,,,,20.25397491455078,,,,,,
959,1.0,,,0.0,0.0,0.0,0.0,,5.564444563788129e-06,100.0,0.0,100.0,0.0,16.480201721191406
960,,,1.1118889233330265e-05,,,,,,,,,,,
999,2.0,,,,,,,13.049860000610352,,,,,,
1049,2.0,,,,,,,6.845378875732422,,,,,,
1099,2.0,,,,,,,4.548783302307129,,,,,,
1149,2.0,,,,,,,3.7515532970428467,,,,,,
1199,2.0,,,,,,,3.476363182067871,,,,,,
1249,2.0,,,,,,,3.270033121109009,,,,,,
1299,2.0,,,,,,,3.2184348106384277,,,,,,
1349,2.0,,,,,,,3.5295393466949463,,,,,,
1399,2.0,,,,,,,3.2502317428588867,,,,,,
1439,2.0,,,0.0,0.0,0.0,0.0,,1.1118889233330265e-05,100.0,0.0,100.0,0.0,3.2630116939544678
1440,,,1.667333344812505e-05,,,,,,,,,,,
1449,3.0,,,,,,,3.230638027191162,,,,,,
1499,3.0,,,,,,,3.265660285949707,,,,,,
1549,3.0,,,,,,,3.3440797328948975,,,,,,
1599,3.0,,,,,,,3.1641414165496826,,,,,,
1649,3.0,,,,,,,3.2328073978424072,,,,,,
1699,3.0,,,,,,,3.198871612548828,,,,,,
1749,3.0,,,,,,,3.229177713394165,,,,,,
1799,3.0,,,,,,,3.141951084136963,,,,,,
1849,3.0,,,,,,,3.2223947048187256,,,,,,
1899,3.0,,,,,,,3.086575746536255,,,,,,
1919,3.0,,,0.0,0.0,0.0,0.0,,1.667333344812505e-05,100.0,0.0,100.0,0.0,3.1542506217956543
1920,,,2.2227777662919834e-05,,,,,,,,,,,
1949,4.0,,,,,,,3.212829113006592,,,,,,
1999,4.0,,,,,,,3.173990249633789,,,,,,
2049,4.0,,,,,,,3.0953357219696045,,,,,,
2099,4.0,,,,,,,3.044110059738159,,,,,,
2149,4.0,,,,,,,3.0647008419036865,,,,,,
2199,4.0,,,,,,,3.062685012817383,,,,,,
2249,4.0,,,,,,,3.0633108615875244,,,,,,
2299,4.0,,,,,,,3.0350115299224854,,,,,,
2349,4.0,,,,,,,2.9929089546203613,,,,,,
2399,4.0,,,0.0,0.0,0.0,0.0,2.816936492919922,2.2227777662919834e-05,100.0,0.0,100.0,0.0,2.911905527114868
2400,,,2.778222187771462e-05,,,,,,,,,,,
2449,5.0,,,,,,,2.9706671237945557,,,,,,
2499,5.0,,,,,,,3.0552921295166016,,,,,,
2549,5.0,,,,,,,2.8978424072265625,,,,,,
2599,5.0,,,,,,,2.9055368900299072,,,,,,
2649,5.0,,,,,,,2.8745405673980713,,,,,,
2699,5.0,,,,,,,2.9756832122802734,,,,,,
2749,5.0,,,,,,,2.797762632369995,,,,,,
2799,5.0,,,,,,,2.8706202507019043,,,,,,
2849,5.0,,,,,,,2.8154375553131104,,,,,,
2879,5.0,,,0.0,0.0,0.0,0.0,,2.778222187771462e-05,95.99024963378906,0.0,95.7908706665039,0.19937971234321594,2.6814401149749756
2880,,,3.3336666092509404e-05,,,,,,,,,,,
2899,6.0,,,,,,,2.724022150039673,,,,,,
2949,6.0,,,,,,,2.853844165802002,,,,,,
2999,6.0,,,,,,,2.5265588760375977,,,,,,
3049,6.0,,,,,,,2.540512800216675,,,,,,
3099,6.0,,,,,,,2.572415828704834,,,,,,
3149,6.0,,,,,,,2.570706844329834,,,,,,
3199,6.0,,,,,,,2.3599839210510254,,,,,,
3249,6.0,,,,,,,2.311443328857422,,,,,,
3299,6.0,,,,,,,2.3771021366119385,,,,,,
3349,6.0,,,,,,,2.404338836669922,,,,,,
3359,6.0,,,0.0,0.0,0.0,0.0,,3.3336666092509404e-05,73.17235565185547,0.022153301164507866,62.76029968261719,10.389898300170898,2.1965274810791016
3360,,,3.889111030730419e-05,,,,,,,,,,,
3399,7.0,,,,,,,2.1354987621307373,,,,,,
3449,7.0,,,,,,,2.3574025630950928,,,,,,
3499,7.0,,,,,,,2.3143558502197266,,,,,,
3549,7.0,,,,,,,1.932389497756958,,,,,,
3599,7.0,,,,,,,2.0045273303985596,,,,,,
3649,7.0,,,,,,,1.9671310186386108,,,,,,
3699,7.0,,,,,,,1.9554517269134521,,,,,,
3749,7.0,,,,,,,1.9687411785125732,,,,,,
3799,7.0,,,,,,,2.0173447132110596,,,,,,
